德国,7,1.0353069241327086e-05,国外,
昭通,7,1.0353069241327086e-05,云南,
松原,7,1.0353069241327086e-05,吉林,
神垕,8,1.183207913294524e-05,河南,
宿迁,8,1.183207913294524e-05,江苏,
盘锦,8,1.183207913294524e-05,辽宁,
宜昌,8,1.183207913294524e-05,湖北,
永顺,8,1.183207913294524e-05,湖南,
广德,9,1.3311089024563397e-05,宣城,
内蒙古,9,1.3311089024563397e-05,内蒙古,
林芝,9,1.3311089024563397e-05,西藏,
通州,10,1.4790098916181551e-05,北京,
吕梁,10,1.4790098916181551e-05,山西,
鄂尔多斯,10,1.4790098916181551e-05,内蒙古,
吉林,10,1.4790098916181551e-05,吉林,
汉中,10,1.4790098916181551e-05,陕西,
阿拉善,10,1.4790098916181551e-05,内蒙古,
聊城,10,1.4790098916181551e-05,山东,
宁海,11,1.6269108807799708e-05,宁波,
祁门,11,1.6269108807799708e-05,安徽,
缅甸,12,1.7748118699417862e-05,国外,
诸暨,12,1.7748118699417862e-05,浙江,
鹤壁,12,1.7748118699417862e-05,河南,
湘潭,12,1.7748118699417862e-05,湖南,
榆林,13,1.9227128591036017e-05,陕西,
屏南,13,1.9227128591036017e-05,福建,
临洮,14,2.070613848265417e-05,甘肃,
个旧,14,2.070613848265417e-05,云南,
仁怀,14,2.070613848265417e-05,贵州,
镇平县石佛寺真玉天地,14,2.070613848265417e-05,河南,
益阳,15,2.2185148374272326e-05,湖南,
平凉,15,2.2185148374272326e-05,甘肃,
开封,16,2.366415826589048e-05,河南,
开远,16,2.366415826589048e-05,云南,
茶道,16,2.366415826589048e-05,茶道,
安阳,16,2.366415826589048e-05,河南,
新乡,17,2.514316815750864e-05,河南,
新会,17,2.514316815750864e-05,广东,
巴中,18,2.6622178049126793e-05,四川,
山东路171号乙科技创新大厦14层12B10,18,2.6622178049126793e-05,山东,
五常,18,2.6622178049126793e-05,黑龙江,
东阿,18,2.6622178049126793e-05,山东,
黄石,19,2.8101187940744948e-05,湖北,
梅州,19,2.8101187940744948e-05,广东,
云和,19,2.8101187940744948e-05,浙江,
新馀,19,2.8101187940744948e-05,新馀,
驻马店,21,3.105920772398126e-05,河南,
山口,21,3.105920772398126e-05,日本,
奈良,21,3.105920772398126e-05,日本,
乐山,21,3.105920772398126e-05,四川,
商洛,22,3.2538217615599415e-05,陕西,
抚州,22,3.2538217615599415e-05,江西,
佳木斯,22,3.2538217615599415e-05,黑龙江,
自贡,23,3.401722750721757e-05,四川,
本溪,23,3.401722750721757e-05,辽宁,
临沂,23,3.401722750721757e-05,山东,
淮北,25,3.697524729045388e-05,安徽,
怀化,25,3.697524729045388e-05,湖南,
秋田,25,3.697524729045388e-05,日本,
黔西南,26,3.8454257182072034e-05,贵州,
包头,26,3.8454257182072034e-05,内蒙古,
广西,27,3.993326707369019e-05,广西,
九江,27,3.993326707369019e-05,江西,
绵竹,27,3.993326707369019e-05,四川,
贵溪,28,4.141227696530834e-05,江西,
茅台,28,4.141227696530834e-05,贵州,
北票,29,4.28912868569265e-05,辽宁,
丹东,30,4.437029674854465e-05,辽宁,
长治,31,4.584930664016281e-05,山西,
平遥,31,4.584930664016281e-05,山西,
安徽,32,4.732831653178096e-05,安徽,
德阳,32,4.732831653178096e-05,四川,
玉林,33,4.880732642339912e-05,广西,
贵州,34,5.028633631501728e-05,贵州,
凭祥,34,5.028633631501728e-05,广西,
冈山,34,5.028633631501728e-05,日本,
泸州,34,5.028633631501728e-05,四川,
抚顺,35,5.176534620663543e-05,辽宁,
安顺,35,5.176534620663543e-05,贵州,
福建,35,5.176534620663543e-05,福建,
张家口,36,5.324435609825359e-05,河北,
利川,37,5.472336598987174e-05,湖北,
武威,38,5.6202375881489896e-05,甘肃,
汶川,38,5.6202375881489896e-05,四川,
临汾,40,5.9160395664726205e-05,山西,
普洱,41,6.063940555634436e-05,云南,
通辽,41,6.063940555634436e-05,内蒙古,
郴州,42,6.211841544796252e-05,湖南,
石川,42,6.211841544796252e-05,日本,
山西,42,6.211841544796252e-05,山西,
高密,44,6.507643523119883e-05,山东,
乐清,45,6.655544512281699e-05,温州,
西宁,47,6.95134649060533e-05,青海,
桂林,47,6.95134649060533e-05,广西,
汝州,49,7.24714846892896e-05,河南,
拉萨,50,7.395049458090776e-05,西藏,
安吉,50,7.395049458090776e-05,湖州,
阳泉,53,7.838752425576222e-05,山西,
惠州,54,7.986653414738038e-05,广东,
都匀,55,8.134554403899853e-05,贵州,
韩国,59,8.726158360547115e-05,国外,
葫芦岛,60,8.87405934970893e-05,辽宁,
嘉善,60,8.87405934970893e-05,嘉兴,
营口,60,8.87405934970893e-05,辽宁,
襄阳,60,8.87405934970893e-05,湖北,
百色,60,8.87405934970893e-05,广西,
贵港,61,9.021960338870746e-05,广西,
曲靖,61,9.021960338870746e-05,云南,
咸阳,62,9.169861328032561e-05,陕西,
临夏,65,9.613564295518008e-05,甘肃,
福井,65,9.613564295518008e-05,日本,
芜湖,65,9.613564295518008e-05,安徽,
银川,67,9.90936627384164e-05,宁夏,
巢湖,70,0.00010353069241327086,安徽,
六盘水,71,0.00010500970230488902,贵州,
铜川,73,0.00010796772208812533,陕西,
新郑,75,0.00011092574187136164,河南,
莺歌,77,0.00011388376165459795,台湾,
蚌埠,78,0.0001153627715462161,安徽,
镇江,78,0.0001153627715462161,江苏,
周口,82,0.00012127881111268872,河南,
德州,82,0.00012127881111268872,山东,德州
山形,86,0.00012719485067916135,日本,
吉首,86,0.00012719485067916135,湖南,
大坂,87,0.0001286738605707795,日本,
赣州,89,0.00013163188035401582,江西,
新加坡,91,0.00013458990013725212,国外,
江油,91,0.00013458990013725212,四川,绵阳
大冶,92,0.00013606891002887028,湖北,黄石
威海,94,0.0001390269298121066,山东,威海
乌鲁木齐,102,0.00015085900894505183,新疆,乌鲁木齐
赤峰,103,0.00015233801883666998,内蒙古,赤峰
嘉义,103,0.00015233801883666998,台湾,
六安,104,0.00015381702872828813,安徽,六安
枣庄,111,0.00016417009796961522,山东,枣庄
菏泽,111,0.00016417009796961522,山东,菏泽
梧州,113,0.00016712811775285153,广西,梧州
钦州,115,0.00017008613753608784,广东,
衡阳,116,0.000171565147427706,湖南,衡阳
兰州,118,0.0001745231672109423,甘肃,兰州
宜宾,122,0.00018043920677741492,四川,宜宾
随州,125,0.00018487623645226938,湖北,随州
萍乡,129,0.000190792276018742,江西,
青田,130,0.00019227128591036015,浙江,青田
宜春,134,0.0001981873254768328,江西,宜春
鹰潭,134,0.0001981873254768328,江西,
绵阳,135,0.00019966633536845096,四川,
晋江,143,0.0002114984145013962,泉州,泉州
珠海,146,0.00021593544417625066,广东,珠海
荆州,148,0.00021889346395948697,湖北,荆州
遵义,150,0.00022185148374272327,贵州,
运城,153,0.00022628851341757774,山西,运城
恩施,160,0.00023664158265890482,湖北,
晋城,161,0.00023812059255052298,山西,
四平,165,0.0002440366321169956,吉林,
株洲,167,0.00024699465190023193,湖南,
平洲,170,0.0002514316815750864,广东,
勐海,173,0.00025586871124994086,西双版纳,
湛江,177,0.0002617847508164135,广东,湛江
三亚,178,0.00026326376070803163,海南,三亚
中山,185,0.0002736168299493587,广东,中山
昌化,188,0.0002780538596242132,杭州,
西昌,190,0.0002810118794074495,凉山,凉山
江苏,194,0.0002869279189739221,江苏,
鄂州,198,0.0002928439585403947,湖北,鄂州
醴陵,207,0.0003061550475649581,湖南,株洲
凯里,209,0.0003091130673481944,贵州,侗族
台中,209,0.0003091130673481944,台湾,
建瓯,210,0.0003105920772398126,福建,建瓯
雅安,211,0.00031207108713143073,雅安,
清远,213,0.00031502910691466704,广东,清远
宝鸡,235,0.00034756732453026644,陕西,宝鸡
义乌,258,0.000381584552037484,义乌,
婺源,259,0.00038306356192910216,江西,婺源
建水,260,0.0003845425718207203,云南,
潍坊,262,0.0003875005916039567,山东,潍坊
眉山,265,0.00039193762127881114,眉山,眉山
邢台,267,0.00039489564106204745,河北,
济宁,267,0.00039489564106204745,山东,济宁
歙县,268,0.0003963746509536656,黄山,安徽
池州,286,0.0004229968290027924,安徽,
长春,303,0.000448139997160301,吉林,
大连,307,0.00045405603672677363,辽宁,
三明,314,0.0004644091059681007,福建,
邯郸,319,0.0004718041554261915,河北,邯郸
焦作,322,0.00047624118510104595,河南,焦作
洛阳,326,0.00048215722466751857,河南,洛阳
沧州,326,0.00048215722466751857,河北,
攀枝花,332,0.0004910312840172276,四川,攀枝花
泰安,333,0.0004925102939088457,山东,泰安
东阳,340,0.0005028633631501728,金华,浙江
信阳,344,0.0005087794027166454,河南,信阳
磐安,354,0.000523569501632827,金华,浙江
常滑,366,0.0005413176203322448,日本,
连云港,372,0.0005501916796819537,江苏,连云港
哈尔滨,377,0.0005575867291400445,黑龙江,
常州,378,0.0005590657390316627,江苏,常州
烟台,418,0.0006182261346963888,山东,烟台
徐州,418,0.0006182261346963888,江苏,徐州
岐阜,418,0.0006182261346963888,日本,
衡水,419,0.0006197051445880071,河北,衡水
南通,443,0.0006552013819868428,江苏,南通
香港,450,0.0006655544512281698,香港,
德清,450,0.0006655544512281698,湖州,
巴音郭楞,489,0.0007232358370012779,新疆,
福鼎,492,0.0007276728666761323,福建,宁德
宿州,505,0.0007468999952671684,安徽,
太原,507,0.0007498580150504047,山西,
茂名,511,0.0007557740546168773,广东,
宁德,513,0.0007587320744001136,福建,宁德
合肥,517,0.0007646481139665862,安徽,
广东,522,0.000772043163424677,广东,
柳州,526,0.0007779592029911497,广西,柳州
凉山,526,0.0007779592029911497,凉山,
十堰,551,0.0008149344502816035,湖北,
宣城,559,0.0008267665294145487,宣城,
临沧,567,0.0008385986085474939,临沧,
四日,587,0.000868178806379857,四日,
鞍山,599,0.0008859269250792749,辽宁,鞍山
淄博,604,0.0008933219745373657,山东,淄博
漳州,613,0.000906633063561929,福建,漳州
东莞,638,0.000943608310852383,广东,东莞
吉安,638,0.000943608310852383,江西,吉安
开平,651,0.000962835439443419,广东,江门
临安,658,0.0009731885086847461,临安,
汕头,660,0.0009761465284679824,广东,汕头
台州,692,0.0010234748449997634,台州,
扬州,725,0.0010722821714231625,扬州,
江西,764,0.0011299635571962706,江西,
遂宁,810,0.0011979980122107056,四川,遂宁
江门,845,0.001249763358417341,江门,
渭南,861,0.0012734275166832315,广东,江门
南宁,902,0.001334066922239576,广西,南宁
常熟,913,0.0013503360310473755,江苏,常数
沈阳,927,0.0013710421695300298,辽宁,沈阳
龙岩,960,0.0014198494959534289,福建,龙岩
济南,1019,0.0015071110795589,山东,济南
贵阳,1023,0.0015130271191253727,贵州,贵阳
衢州,1049,0.0015514813763074448,衢州,
武夷山,1058,0.0015647924653320081,武夷山,
南昌,1078,0.0015943726631643712,南昌,
大理,1100,0.0016269108807799707,大理,
上饶,1132,0.0016742391973117517,江西,
海口,1155,0.0017082564248189693,海南,海口
晋中,1173,0.001734878602868096,山西,晋中
秦皇岛,1227,0.0018147451370154764,河北,秦皇岛
郑州,1228,0.0018162241469070945,河南,郑州
四会,1264,0.001869468503005348,广东,
廊坊,1287,0.0019034857305125657,河北,
建阳,1299,0.0019212338492119836,福建,建阳
嘉兴,1362,0.0020144114723839274,嘉兴,
台湾,1405,0.002078008897723508,台湾,
盐城,1406,0.002079487907615126,江苏,盐城
仙游,1416,0.002094278006531308,福建,仙游
重庆,1493,0.0022081617681859057,重庆,
丽江,1578,0.0023338776089734488,丽江,云南
保山,1592,0.002354583747456103,云南,保山
云南,1708,0.002526148894883809,云南,
石家庄,1712,0.0025320649344502816,河北,石家庄
武汉,1887,0.002790891665483459,武汉,
长沙,1891,0.0027968077050499313,湖南,长沙
青岛,2022,0.0029905580008519096,青岛,山东
唐山,2057,0.003042323347058545,河北,唐山
平顶山,2176,0.0032183255241611058,河南,平顶山
南京,2369,0.0035037744332434093,南京,
绍兴,2398,0.003546665720100336,绍兴,
金华,2450,0.00362357423446448,金华,
禹州,2457,0.0036339273037058074,河南,禹州
德宏,2577,0.003811408490699986,云南,傣族
温州,2684,0.003969662549103128,温州,
潮州,2911,0.00430539779450045,广东,
红河,3094,0.004576056604666572,云南,彝族
南平,3215,0.004755016801552369,福建,南平
西双版纳,3270,0.0048363623455913675,西双版纳,
瑞丽,3979,0.005884980358748639,云南,傣族
天津,4144,0.0061290169908656345,天津,
德化,4304,0.00636565857352454,泉州,泉州
北海,4442,0.006569761938567845,广西,北海
西安,4743,0.00701494391594491,西安,
保定,4784,0.007075583321501254,河北,保定
宁波,4879,0.007216089261204979,宁波,
揭阳,5238,0.007747053812295897,广东,揭阳
呼和浩特,5247,0.00776036490132046,内蒙古,呼和浩特
湖州,5278,0.007806214207960623,湖州,
厦门,5856,0.008661081925315917,厦门,
肇庆,6941,0.010265807657721615,广东,肇庆
日本,7071,0.010458078943631976,日本,
成都,7283,0.010771629040655024,成都,
NULL,7567,0.01119166784987458,,
龙泉,7715,0.011410561313834068,龙泉,
黄山,7799,0.011534798144729993,黄山,
许昌,7821,0.011567336362345592,河南,
深圳,8864,0.013109943679303328,深圳,
昆明,11498,0.017005655733825547,云南,
丽水,12457,0.018424026219887358,丽水,
宜兴,12743,0.01884702304889015,宜兴,
广州,14896,0.02203133134554404,广州,
琼海,15953,0.02359464480098443,海南,琼海
南阳,16385,0.024233577074163473,南阳,
福州,17873,0.026434343792891286,福州,
佛山,19173,0.028357056651994887,佛山,
泉州,23956,0.035431160963604526,泉州,
无锡,26219,0.03877816034833641,无锡,
上海,28364,0.041950636565857354,上海,
莆田,33020,0.04883690662123148,莆田,
苏州,39147,0.05789880022717592,苏州,
景德镇,48607,0.07189023380188367,景德镇,
杭州,50024,0.07398599081830659,杭州,
北京,81646,0.1207552416110559,北京,
